slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
adegas-la-val-salvaterra-de-mino,Adegas La Val,Salvaterra de Miño,Bodega,"Albariño, vinos de finca, Rías Baixas","Barrio Muguiña s/n, 36458 Arantei, Salvaterra de Miño, Pontevedra","Adegas La Val es un productor local de Salvaterra de Miño especializado en albariño, vinos de finca, rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 61 07 28,,https://bodegaslaval.com/,,https://www.instagram.com/bodegaslaval/,https://www.google.com/maps/search/?api=1&query=Adegas%20La%20Val%2C%20Barrio%20Mugui%C3%B1a%20s%2Fn%2C%2036458%20Arantei%2C%20Salvaterra%20de%20Mi%C3%B1o%2C%20Pontevedra&query_place_id=ChIJZxVVM9WUJQ0RA2dHR1Qq3bI,42.0691546,-8.5442669,2026-05-14,
adegas-fillaboa-salvaterra-de-mino,Adegas Fillaboa,Salvaterra de Miño,Bodega,"Albariño, vinos de finca, enoturismo","A Quinta de Fillaboa, 36458 Salvaterra de Miño, Pontevedra","Adegas Fillaboa es un productor local de Salvaterra de Miño especializado en albariño, vinos de finca, enoturismo, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 65 81 32,,http://www.bodegasfillaboa.com/,,https://www.instagram.com/fillaboa/,https://www.google.com/maps/search/?api=1&query=Adegas%20Fillaboa%2C%20A%20Quinta%20de%20Fillaboa%2C%2036458%20Salvaterra%20de%20Mi%C3%B1o%2C%20Pontevedra&query_place_id=ChIJGwmQHM-CJQ0RSAEAdZoH1kw,42.0851044,-8.5200581,2026-05-14,
lagar-de-cervera-vineyard-o-rosal,Lagar de Cervera Vineyard,O Rosal,Bodega,"Albariño, viñedo Rías Baixas","Unnamed Road, 36770 O Rosal, Pontevedra","Lagar de Cervera Vineyard es un productor local de O Rosal especializado en albariño, viñedo rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Lagar%20de%20Cervera%20Vineyard%2C%20Unnamed%20Road%2C%2036770%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJQV34CuCUJQ0RYrEttmGL8I8,41.9381805,-8.8140889,2026-05-14,
bodega-condes-de-albarei-cambados,Bodega Condes de Albarei,Cambados,Bodega,"Albariño, vinos Rías Baixas, espumosos","Lugar A Bouza 1, 36639 Cambados, Pontevedra","Bodega Condes de Albarei es un productor local de Cambados especializado en albariño, vinos rías baixas, espumosos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 54 35 35,,http://www.condesdealbarei.com/,,https://www.instagram.com/condesdealbarei/,https://www.google.com/maps/search/?api=1&query=Bodega%20Condes%20de%20Albarei%2C%20Lugar%20A%20Bouza%201%2C%2036639%20Cambados%2C%20Pontevedra&query_place_id=ChIJuc_bCFpqLw0RVkaj4VWwIsY,42.4898297,-8.8045822,2026-05-14,
pazo-baion-vilanova-de-arousa,Pazo Baión,Vilanova de Arousa,Bodega,"Albariño de finca, enoturismo, vendimia","Pazo Baión, 36620 Vilanova de Arousa, Pontevedra","Pazo Baión es un productor local de Vilanova de Arousa especializado en albariño de finca, enoturismo, vendimia, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,,,,,https://www.instagram.com/pazobaion/,https://www.google.com/maps/search/?api=1&query=Pazo%20Bai%C3%B3n%2C%20Pazo%20Bai%C3%B3n%2C%2036620%20Vilanova%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJbeKTDQAVLw0R0AZKN5T2Xwg,42.5627633,-8.8273447,2026-05-14,
adega-eidos-sanxenxo,Adega Eidos,Sanxenxo,Bodega,"Albariño, vino D.O. Rías Baixas","Padriñán 65, 36960 Sanxenxo, Pontevedra","Adega Eidos es un productor local de Sanxenxo especializado en albariño, vino d.o. rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 69 00 09,,http://www.adegaeidos.com/,,https://www.instagram.com/adegaeidos/,https://www.google.com/maps/search/?api=1&query=Adega%20Eidos%2C%20Padri%C3%B1%C3%A1n%2065%2C%2036960%20Sanxenxo%2C%20Pontevedra&query_place_id=ChIJA_Zq30xoLw0Ri3onYOEpWhM,42.407229,-8.8060505,2026-05-14,
bodega-zarate-ribadumia,Bodega Zárate,Ribadumia,Bodega,"Albariño, tinto espadeiro, vinos parcelarios","Rúa Sisangandara 22, 36636 Ribadumia, Pontevedra","Bodega Zárate es un productor local de Ribadumia especializado en albariño, tinto espadeiro, vinos parcelarios, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 71 85 03,,http://www.zarate.es/,https://www.facebook.com/ZARATE-194417650637409/,,https://www.google.com/maps/search/?api=1&query=Bodega%20Z%C3%A1rate%2C%20R%C3%BAa%20Sisangandara%2022%2C%2036636%20Ribadumia%2C%20Pontevedra&query_place_id=ChIJO7HrSm1rLw0RCWSt08LqipI,42.4847713,-8.7843786,2026-05-14,
bodegas-forjas-del-salnes-meano,Bodegas Forjas del Salnés,Meaño,Bodega,"Albariño, tintos atlánticos, vinos artesanos","Lugar Trubisquido 10, 36968 Meaño, Pontevedra","Bodegas Forjas del Salnés es un productor local de Meaño especializado en albariño, tintos atlánticos, vinos artesanos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 74 78 27,,,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Forjas%20del%20Saln%C3%A9s%2C%20Lugar%20Trubisquido%2010%2C%2036968%20Mea%C3%B1o%2C%20Pontevedra&query_place_id=ChIJG_OJbhFqLw0RxJTQFQ22Bh0,42.4484339,-8.7806633,2026-05-14,
bodegas-gerardo-mendez-meano,Bodegas Gerardo Méndez,Meaño,Bodega,"Albariño Do Ferreiro, vinos Rías Baixas","Calle Galiñans 10, 36968 Meaño, Pontevedra","Bodegas Gerardo Méndez es un productor local de Meaño especializado en albariño do ferreiro, vinos rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 74 70 46,,http://www.bodegasgerardomendez.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Gerardo%20M%C3%A9ndez%2C%20Calle%20Gali%C3%B1ans%2010%2C%2036968%20Mea%C3%B1o%2C%20Pontevedra&query_place_id=ChIJP_lvtA1pLw0RADJ1dcnYLCM,42.4391827,-8.7766489,2026-05-14,
adegas-albamar-cambados,Adegas Albamar,Cambados,Bodega,"Albariño, vinos atlánticos, tintos gallegos","Aldea O Adro 11, 36639 Cambados, Pontevedra","Adegas Albamar es un productor local de Cambados especializado en albariño, vinos atlánticos, tintos gallegos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,660 29 27 50,,,https://www.facebook.com/BodegasAlbamar/,,https://www.google.com/maps/search/?api=1&query=Adegas%20Albamar%2C%20Aldea%20O%20Adro%2011%2C%2036639%20Cambados%2C%20Pontevedra&query_place_id=ChIJ_____8NqLw0RSdWb1KrCmcw,42.4800575,-8.8119009,2026-05-14,
adega-pedralonga-caldas-de-reis,Adega Pedralonga,Caldas de Reis,Bodega,"Albariño ecológico, vinos naturales, tintos","Calle Cruceiro 17, Godos, 36615 Caldas de Reis, Pontevedra","Adega Pedralonga es un productor local de Caldas de Reis especializado en albariño ecológico, vinos naturales, tintos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,652 80 85 21,,http://www.pedralonga.es/,,https://www.instagram.com/adega_pedralonga/,https://www.google.com/maps/search/?api=1&query=Adega%20Pedralonga%2C%20Calle%20Cruceiro%2017%2C%20Godos%2C%2036615%20Caldas%20de%20Reis%2C%20Pontevedra&query_place_id=ChIJA0XN2DMOLw0RY7m6svXvsEc,42.58857,-8.695211,2026-05-14,
bodegas-altos-de-torona-o-rosal,Bodegas Altos de Torona,O Rosal,Bodega,"Albariño, vinos de O Rosal, enoturismo","Carretera de Tui a la Guardia km 55.5, 36760 As Eiras, O Rosal, Pontevedra","Bodegas Altos de Torona es un productor local de O Rosal especializado en albariño, vinos de o rosal, enoturismo, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 60 98 10,,http://www.altosdetorona.com/,,https://www.instagram.com/altosdetorona/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Altos%20de%20Torona%2C%20Carretera%20de%20Tui%20a%20la%20Guardia%20km%2055.5%2C%2036760%20As%20Eiras%2C%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJ7zKMH1mSJQ0Rfr2OWHNkyhw,41.9401048,-8.785222,2026-05-14,
terras-de-lantano-portas,Terras de Lantaño,Portas,Bodega,"Albariño, vinos Rías Baixas, espumosos","Viaducto de Portas, 36657 Baceiro, Portas, Pontevedra","Terras de Lantaño es un productor local de Portas especializado en albariño, vinos rías baixas, espumosos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,615 64 64 42,,https://www.terrasdelantano.com/,,,https://www.google.com/maps/search/?api=1&query=Terras%20de%20Lanta%C3%B1o%2C%20Viaducto%20de%20Portas%2C%2036657%20Baceiro%2C%20Portas%2C%20Pontevedra&query_place_id=ChIJNUf9GPQSLw0RnOT7zx9azZg,42.569443,-8.687089,2026-05-14,
pazo-quinteiro-da-cruz-ribadumia,Pazo Quinteiro da Cruz,Ribadumia,Bodega,"Albariño, camelia, enoturismo","Rúa Cruz 88, 36635 Ribadumia, Pontevedra","Pazo Quinteiro da Cruz es un productor local de Ribadumia especializado en albariño, camelia, enoturismo, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,619 11 08 06,,http://pazoquinteirodacruz.es/,https://www.facebook.com/pazoquinteirodacruz/,https://www.instagram.com/pazoquinteirodacruz/,https://www.google.com/maps/search/?api=1&query=Pazo%20Quinteiro%20da%20Cruz%2C%20R%C3%BAa%20Cruz%2088%2C%2036635%20Ribadumia%2C%20Pontevedra&query_place_id=ChIJ4UNh2LRsLw0RRgwX7ab8Tqs,42.5303882,-8.7291641,2026-05-14,
attis-bodegas-y-vinedos-meano,Attis Bodegas y Viñedos,Meaño,Bodega,"Albariño, vinos de parcela, destilados","C/ Morouzos 16-D, 36967 Meaño, Pontevedra","Attis Bodegas y Viñedos es un productor local de Meaño especializado en albariño, vinos de parcela, destilados, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 74 47 90,,https://attisbyv.es/,,https://www.instagram.com/attisbyv/,https://www.google.com/maps/search/?api=1&query=Attis%20Bodegas%20y%20Vi%C3%B1edos%2C%20C%2F%20Morouzos%2016-D%2C%2036967%20Mea%C3%B1o%2C%20Pontevedra&query_place_id=ChIJ4xdp7ilqLw0RhFEK3TaGbEU,42.4488199,-8.7988904,2026-05-14,
bouza-do-rei-ribadumia,Bouza do Rei,Ribadumia,Bodega,"Albariño, vinos Rías Baixas, espumoso","Puxafeita s/n, 36636 Ribadumia, Pontevedra","Bouza do Rei es un productor local de Ribadumia especializado en albariño, vinos rías baixas, espumoso, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 71 02 57,,http://www.bouzadorei.com/,,https://www.instagram.com/bouzadorei/,https://www.google.com/maps/search/?api=1&query=Bouza%20do%20Rei%2C%20Puxafeita%20s%2Fn%2C%2036636%20Ribadumia%2C%20Pontevedra&query_place_id=ChIJn2ZfA2drLw0RGRTBboARiyg,42.5063441,-8.755134,2026-05-14,
adegas-eidosela-arbo,Adegas Eidosela,Arbo,Bodega,"Albariño Condado do Tea, espumosos, aguardientes","Lugar Eidos de Abaixo s/n, 36494 Arbo, Pontevedra","Adegas Eidosela es un productor local de Arbo especializado en albariño condado do tea, espumosos, aguardientes, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 66 55 50,,http://www.bodegaseidosela.com/,,,https://www.google.com/maps/search/?api=1&query=Adegas%20Eidosela%2C%20Lugar%20Eidos%20de%20Abaixo%20s%2Fn%2C%2036494%20Arbo%2C%20Pontevedra&query_place_id=ChIJqQ9fgIR6JQ0RqIbmUk096Dk,42.0953904,-8.3442074,2026-05-14,
adega-pazo-das-barreiras-salvaterra-de-mino,Adega Pazo das Barreiras,Salvaterra de Miño,Bodega,"Albariño, vinos D.O. Rías Baixas","Lugar O Casal 2, 36459 Salvaterra de Miño, Pontevedra","Adega Pazo das Barreiras es un productor local de Salvaterra de Miño especializado en albariño, vinos d.o. rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 25 24 11,,http://www.bodegasvillanueva.com/,,,https://www.google.com/maps/search/?api=1&query=Adega%20Pazo%20das%20Barreiras%2C%20Lugar%20O%20Casal%202%2C%2036459%20Salvaterra%20de%20Mi%C3%B1o%2C%20Pontevedra&query_place_id=ChIJnX5vHruCJQ0RT-iNiT4UEfA,42.0914924,-8.4969736,2026-05-14,
bodegas-as-laxas-arbo,Bodegas As Laxas,Arbo,Bodega,"Albariño, condado, vinos blancos","As Laxas 16, 36430 Arbo, Pontevedra","Bodegas As Laxas es un productor local de Arbo especializado en albariño, condado, vinos blancos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 66 54 44,,http://www.bodegasaslaxas.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20As%20Laxas%2C%20As%20Laxas%2016%2C%2036430%20Arbo%2C%20Pontevedra&query_place_id=ChIJfQaE0jdlJQ0RNdy5a6ayDi0,42.115769,-8.3109958,2026-05-14,
pazo-san-mauro-salvaterra-de-mino,Pazo San Mauro,Salvaterra de Miño,Bodega,"Albariño, vinos de finca, Rías Baixas","Rúa Pombal 3, 36458 Porto, Salvaterra de Miño, Pontevedra","Pazo San Mauro es un productor local de Salvaterra de Miño especializado en albariño, vinos de finca, rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 65 82 85,,https://www.marquesdevargas.com/es/bodegas/bodega-pazo-san-mauro/,,,https://www.google.com/maps/search/?api=1&query=Pazo%20San%20Mauro%2C%20R%C3%BAa%20Pombal%203%2C%2036458%20Porto%2C%20Salvaterra%20de%20Mi%C3%B1o%2C%20Pontevedra&query_place_id=ChIJL4BtoNmcJQ0RCRXhW2dT2wY,42.0650734,-8.5339834,2026-05-14,
vina-moraima-barro,Viña Moraima,Barro,Bodega,"Albariño, vinos cooperativos, Rías Baixas","C/ Porráns 1, 36191 Barro, Pontevedra","Viña Moraima es un productor local de Barro especializado en albariño, vinos cooperativos, rías baixas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,679 40 07 56,,https://www.adegamoraima.com/,https://www.facebook.com/AdegaMoraima/,https://www.instagram.com/adegamoraima/,https://www.google.com/maps/search/?api=1&query=Vi%C3%B1a%20Moraima%2C%20C%2F%20Porr%C3%A1ns%201%2C%2036191%20Barro%2C%20Pontevedra&query_place_id=ChIJL0-k8jUNLw0RcGMiu9nuMdI,42.5392354,-8.6363285,2026-05-14,
adega-fulcro-sanxenxo,Adega Fulcro,Sanxenxo,Bodega,"Albariño artesanal, vinos atlánticos","36990 Sanxenxo, Pontevedra","Adega Fulcro es un productor local de Sanxenxo especializado en albariño artesanal, vinos atlánticos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Adega%20Fulcro%2C%2036990%20Sanxenxo%2C%20Pontevedra&query_place_id=ChIJHwEDGQJCLw0R6hyUBLI08TM,42.4498453,-8.8442802,2026-05-14,
pazo-pondal-arbo,Pazo Pondal,Arbo,Bodega,"Albariño, espumoso, enoturismo","Coto s/n, 36436 Arbo, Pontevedra","Pazo Pondal es un productor local de Arbo especializado en albariño, espumoso, enoturismo, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,,,http://pazopondal.com/es/,,,https://www.google.com/maps/search/?api=1&query=Pazo%20Pondal%2C%20Coto%20s%2Fn%2C%2036436%20Arbo%2C%20Pontevedra&query_place_id=ChIJK50rEO96JQ0RCelARLEopVg,42.1167941,-8.332783,2026-05-14,
conservas-de-cambados-cambados,Conservas de Cambados,Cambados,Pescado y conservas,"Conservas de marisco, mejillones, zamburiñas","Lugar de Porto s/n, 36636 O Porto, Cambados, Pontevedra","Conservas de Cambados es un productor local de Cambados especializado en conservas de marisco, mejillones, zamburiñas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 74 54 05,,http://www.conservasdecambados.com/,,https://www.instagram.com/conservasdecambados/,https://www.google.com/maps/search/?api=1&query=Conservas%20de%20Cambados%2C%20Lugar%20de%20Porto%20s%2Fn%2C%2036636%20O%20Porto%2C%20Cambados%2C%20Pontevedra&query_place_id=ChIJVVVVpBRrLw0RMOfsbjOXq7k,42.5000728,-8.7751543,2026-05-14,
conservas-ramon-pena-cambados,Conservas Ramón Peña,Cambados,Pescado y conservas,"Conservas premium, mariscos, pescados","Rúa Grenla 6, 36636 Cambados, Pontevedra","Conservas Ramón Peña es un productor local de Cambados especializado en conservas premium, mariscos, pescados, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 71 60 11,,https://www.ramonpena.es/,,https://www.instagram.com/ramonpena1920/,https://www.google.com/maps/search/?api=1&query=Conservas%20Ram%C3%B3n%20Pe%C3%B1a%2C%20R%C3%BAa%20Grenla%206%2C%2036636%20Cambados%2C%20Pontevedra&query_place_id=ChIJpfqDdO9rLw0RVzg65aBOGP8,42.5208183,-8.7752864,2026-05-14,
conservas-la-brujula-cambados,Conservas La Brújula,Cambados,Pescado y conservas,"Conservas gourmet, marisco, pescado azul","Rúa Grenla 6, 36636 Cambados, Pontevedra","Conservas La Brújula es un productor local de Cambados especializado en conservas gourmet, marisco, pescado azul, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 71 60 11,,http://www.conservaslabrujula.com/,,https://www.instagram.com/conservaslabrujula/,https://www.google.com/maps/search/?api=1&query=Conservas%20La%20Br%C3%BAjula%2C%20R%C3%BAa%20Grenla%206%2C%2036636%20Cambados%2C%20Pontevedra&query_place_id=ChIJqdLUCDFrLw0RZn6nqNG4x7Y,42.5208278,-8.7752069,2026-05-14,
conservas-antonio-perez-lafuente-pan-do-mar-vilanova-de-arousa,Conservas Antonio Pérez Lafuente / Pan do Mar,Vilanova de Arousa,Pescado y conservas,"Conservas ecológicas, bonito, sardina","Rúa Xunqueira 3, 36620 Vilanova de Arousa, Pontevedra","Conservas Antonio Pérez Lafuente / Pan do Mar es un productor local de Vilanova de Arousa especializado en conservas ecológicas, bonito, sardina, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 55 40 45,,http://www.pandomar.net/,https://www.facebook.com/PANDOMAR/,https://www.instagram.com/pan_do_mar/,https://www.google.com/maps/search/?api=1&query=Conservas%20Antonio%20P%C3%A9rez%20Lafuente%20%2F%20Pan%20do%20Mar%2C%20R%C3%BAa%20Xunqueira%203%2C%2036620%20Vilanova%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJV74EToIVLw0RuiRxd2WcULM,42.5644199,-8.8287291,2026-05-14,
