slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
almazara-molino-alfonso-belchite,Almazara Molino Alfonso,Belchite,Aceite,aceite de oliva virgen extra DOP Bajo Aragón,"Ctra. Cariñena, s/n, Belchite","Almazara fundada en 1907 que produce, envasa y comercializa AOVE de olivos centenarios de Campo de Belchite.",Consultar visitas,976830055,,https://www.molinoalfonso.com/,,https://www.instagram.com/molinoalfonso,https://www.google.com/maps/search/?api=1&query=Aceites%20Molino%20Alfonso%2C%20Ctra.%20Cari%C3%B1ena%2C%200%2C%2050130%20Belchite%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJfzYMjmEtWQ0RwzSnZP8c_iI,41.3028905,-0.7517977,2026-05-08,/productores/zaragoza/almazara-molino-alfonso-belchite.jpg
quesos-artesanos-de-letux-letux,Quesos artesanos de Letux,Letux,Quesos y lácteos,queso de cabra y oveja,"C/ Hípica, 2, Letux",Quesería artesanal de Campo de Belchite con quesos naturales de cabra y oveja de ganaderías extensivas.,Consultar visitas,680218977,,https://quesosartesanosletux.com/,,,https://www.google.com/maps/search/?api=1&query=Quesos%20Artesanos%20de%20Letux%2C%20C%2F%20H%C3%ADpica%20N%C2%B02%2C%2050136%20Letux%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJF8r9yJjNXg0RMorIoOTPE1w,41.25866,-0.7986829000000001,2026-05-08,/productores/zaragoza/quesos-artesanos-de-letux-letux.jpg
ecolecera-lecera,Ecolécera,Lécera,Productos ecológicos,cultivos ecológicos y vino,"C/ Alta, 44, Lécera","Empresa familiar de agricultura ecológica nacida en 2002, con actividades de divulgación y talleres sensoriales.",Consultar visitas,976835037,,https://www.ecolecera.com/,,https://www.instagram.com/ecolecera,https://www.google.com/maps/search/?api=1&query=Ecolecera%20S.L.%2C%20C.%20Alta%2C%2044%2C%2050131%20L%C3%A9cera%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJTUf-2dPTXg0R-FTNX14Xchw,41.2046884,-0.7108344999999999,2026-05-08,/productores/zaragoza/ecolecera-lecera.jpg
bodegas-tempore-lecera,Bodegas Tempore,Lécera,Bodega,vinos ecológicos,"Carretera Zaragoza-Montalbán, s/n, Lécera","Bodega de Lécera con experiencias enoturísticas, catas, visitas guiadas y cursos de iniciación al vino.",Consultar visitas,976835040,,https://www.bodegastempore.com/,,https://www.instagram.com/bodegastempore,https://www.google.com/maps/search/?api=1&query=BODEGAS%20TEMPORE%20Vinos%20Ecol%C3%B3gicos%2C%20Ctra.%20Zaragoza%20-%20Montalb%C3%A1n%20s%2Fn%2C%2050131%20L%C3%A9cera%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJk0e0dc7TXg0Ri2sAgROoBmY,41.2097943,-0.7110721,2026-05-08,
jalon-nature-lumpiaque,Jalón Nature,Lumpiaque,Fruta,fruta ecológica,"C/ Aragón, nave, Lumpiaque",Proyecto frutícola familiar de producción ecológica certificada con visitas al campo y a las instalaciones.,Consultar visitas,699664211,,https://jalonnature.es/,,,https://www.google.com/maps/search/?api=1&query=Jal%C3%B3n%20Nature%2C%20C.%20Arag%C3%B3n%2C%2050295%20Lumpiaque%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJfXxHCJvdWw0RUaSmo-Agccs,41.63121160000001,-1.302535,2026-05-08,
foresta-algairen-calatorao,Foresta Algairén,Calatorao,Trufa y setas,trufa y productos trufados,"C. Cristóbal Colón, 50280 Calatorao, Zaragoza","Empresa familiar especializada en truficultura, educación en el medio natural y experiencias de caza de trufa.",Consultar visitas,699436177,,http://www.forestaalgairen.com/,,,https://www.google.com/maps/search/?api=1&query=Foresta%20Algair%C3%A9n%2C%20C.%20Crist%C3%B3bal%20Col%C3%B3n%2C%2050280%20Calatorao%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJJ5I7ugTeWw0RCVgjo3phkCY,41.519789,-1.3482074,2026-05-08,
turmeon-vermut-de-bodegas-jaime-morata-de-jalon,Turmeon Vermut de Bodegas Jaime,Morata de Jalón,Vermut,vermut premium,"C/ Estación, 3, Morata de Jalón","Bodega abierta en 1846 en Morata de Jalón, especializada en vermuts premium y visitas con cata.",Consultar visitas,976605138,,https://www.turmeon.com/,,https://www.instagram.com/turmeon_vermut,https://www.google.com/maps/search/?api=1&query=Bodegas%20Jaime%2C%20C.%20Estaci%C3%B3n%2C%203%2C%2050260%20Morata%20de%20Jal%C3%B3n%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJxQoROFPsWw0RyDu9h12YKzo,41.4752993,-1.4791113,2026-05-08,
quesos-galindo-andres-arandiga,Quesos Galindo Andrés,Arándiga,Quesos y lácteos,queso de leche cruda de oveja,"Calle Arrabal, 19, Arándiga","Quesería familiar de Arándiga dedicada a queso de leche cruda de oveja, con visitas a granja y degustación.",Consultar visitas,976818097,,https://www.quesosgalindo.com/,,https://www.instagram.com/quesosgalindo,https://www.google.com/maps/search/?api=1&query=Quesos%20Galindo%20Andr%C3%A9s%2C%20Serrania%20del%20Moncayo%2C%20C.%20del%20Arrabal%2C%2019%2C%2050266%20Ar%C3%A1ndiga%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJIxDHJKDsWw0R7NrT_ZgAI9g,41.5099065,-1.5020854,2026-05-08,/productores/zaragoza/quesos-galindo-andres-arandiga.jpg
ajos-de-arandiga-arandiga,Ajos de Arándiga,Arándiga,Aromáticas y condimentos,ajo rojo y ajo morado,"Carretera Morata-Calcena, Arándiga","Productores de ajo fino rojo y temprano morado, cosechado, seleccionado y triado manualmente.",Consultar visitas,606521006,,,,,https://www.google.com/maps/search/?api=1&query=Ajos%20de%20Arandiga%2C%20C.%20del%20Arrabal%2C%2084%2C%2050266%20Ar%C3%A1ndiga%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJNXaCVwDtWw0R-MlTjc7cmYw,41.5088394,-1.4981465,2026-05-08,
cooperativa-del-nino-jesus-aninon,Cooperativa del Niño Jesús,Aniñón,Fruta y aceite,"vino, fruta, almendra y aceite","Las Tablas, s/n, Aniñón","Cooperativa agroalimentaria con producción, transformación y comercialización de fruta, vino, almendra y aceite.",Consultar visitas,682830711,,https://www.ninojesusaninon.es/es/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Ni%C3%B1o%20Jes%C3%BAs%20de%20Ani%C3%B1on%2C%20Calle%20Las%20Tablas%2C%20s%2Fn%2C%2050313%20Ani%C3%B1%C3%B3n%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJIW-5VUWaWw0R2JgYpIM-FGc,41.446545,-1.707714,2026-05-08,
carnicas-gonzalez-romero-ariza,Cárnicas González Romero,Ariza,Carnes y embutidos,embutidos frescos y curados,"Plaza Hortal, 21, Ariza","Obrador cárnico familiar fundado en 1928, con elaborados frescos y curados y talleres de embutido.",Consultar visitas,976845082,,https://www.gonzalezromerosl.com/,,,https://www.google.com/maps/search/?api=1&query=Gonzalez%20y%20Romero%20Agrocarne%2C%20Pl.%20del%20Hortal%2C%2021%2C%20BAJO%2C%2050220%20Ariza%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJBY-nS85jWw0R6xDKzL4noMQ,41.3102406,-2.0555823,2026-05-08,
olivaria-zaragoza,Olivaria,Zaragoza,Aceite,aceite de oliva y catas,"Paseo del Canal Imperial, km 96, Zaragoza","Finca oleoturística en Zaragoza con rutas vinculadas al olivo, la gastronomía y la cata de aceites.",Consultar visitas,976500864,,,,,https://www.google.com/maps/search/?api=1&query=Olivaria%2C%20Diseminado%20Torrero%2C%209033%2C%2050720%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJHcx1JVw9WQ0Re-tuSVl5mrc,41.5748378,-0.8095329000000001,2026-05-08,
finca-la-corona-fuentes-de-ebro,Finca La Corona,Fuentes de Ebro,Huerta,Cebolla Fuentes de Ebro DOP,"Paseo del Justicia, 14, Fuentes de Ebro",Productor familiar de Fuentes de Ebro especializado en cebolla con Denominación de Origen Protegida.,Consultar visitas,629435654,,https://www.fincalacorona.es/,,https://www.instagram.com/fincalacorona,https://www.google.com/maps/search/?api=1&query=Finca%20La%20Corona%2C%20n%20carretera%20nacional%20232%2C%20Kilometro%20206%2C%2050740%20Fuentes%20de%20Ebro%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJbY_tJ5vZWA0RGDyYjtedyY4,41.4951716,-0.5860544,2026-05-08,/productores/zaragoza/finca-la-corona-fuentes-de-ebro.webp
carniceria-lapena-fuentes-de-ebro,Carnicería Lapeña,Fuentes de Ebro,Carnes y embutidos,longaniza y morcilla,"C/ Morería, 8, Fuentes de Ebro","Carnicería artesana con elaborados tradicionales aragoneses, longaniza, morcilla, ternasco y precocinados.",Consultar comercio,696918439,,,,,https://www.google.com/maps/search/?api=1&query=Carnicer%C3%ADa%20Lape%C3%B1a%2C%20C.%20Morer%C3%ADa%2C%208%2C%2050740%20Fuentes%20de%20Ebro%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJ-SxUaqknWQ0RwHRg0p5JFb8,41.5114578,-0.6306115999999999,2026-05-08,
la-mar-de-sabor-caspe,La Mar de Sabor,Caspe,Conservas,tomate seco de Caspe,"C/ La Perca 5, buzón 39, Caspe",Proyecto de Caspe centrado en tomate seco local y formatos de tomate deshidratado o en polvo.,Consultar visitas,722834012,,https://lamardesabor.com/,,https://www.instagram.com/lamardesabor,https://www.google.com/maps/search/?api=1&query=La%20Mar%20De%20Sabor%2C%20C%2F%20La%20Perca%205%2C%20buz%C3%B3n%2039%2C%2050700%20Caspe%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJb18_1VVTXw0RFFDu_RS9PXA,41.2730364,-0.0903022,2026-05-08,/productores/zaragoza/la-mar-de-sabor-caspe.jpg
cierzo-brewing-caspe,Cierzo Brewing Co.,Caspe,Cerveza,cerveza artesana,"Polígono Industrial El Castillo, Calle F, 11 A, Caspe","Marca de cerveza artesana con fábrica en Caspe, elaborada con recetas propias y enfoque local.",Consultar web,657339732,info@cierzobrewing.com,https://cierzobrewing.com/,,https://www.instagram.com/cierzobrewing,https://www.google.com/maps/search/?api=1&query=Cierzo%20Brewing%20Co.%2C%20Pol%C3%ADgono%20Industrial%20El%20Castillo%2C%20Calle%20F%2C%2011%2C%20A%2C%2050700%20Caspe%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJN3Q3v99VXw0Rh23o3nzgouU,41.2293816,-0.032305,2026-05-08,/productores/zaragoza/cierzo-brewing-caspe.webp
de-molina-artesania-alimentaria-caspe,De Molina Artesanía alimentaria,Caspe,Aceitunas y encurtidos,"encurtidos, patés y conservas","C/ Alcañiz, 15, Caspe","Fábrica artesana de Caspe con encurtidos, conservas, patés y actividades de visita, cata y taller.",Consultar visitas,976630608 / 660034891,,https://www.mdemolina.com/,,https://www.instagram.com/demolina.caspe,https://www.google.com/maps/search/?api=1&query=Conservas%20vegetales%20DeMolina%2C%20C.%20Alca%C3%B1iz%2C%2015%2C%2050700%20Caspe%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJv8S8RDNVXw0R-4hRCxuRTCs,41.2364012,-0.0437017,2026-05-08,/productores/zaragoza/de-molina-artesania-alimentaria-caspe.jpg
jalea-de-luz-monegrillo,Jalea de Luz,Monegrillo,Miel,miel y talleres apícolas,"Camino de la Balsa Buena, s/n, Monegrillo",Proyecto apícola de Monegrillo con talleres de apicultura y visitas ligadas al paisaje estepario de Los Monegros.,Consultar visitas,976634606,,https://jaleadeluz.com/,,https://www.instagram.com/jaleadeluz,https://www.google.com/maps/search/?api=1&query=Jalea%20de%20Luz%2C%20Cam.%20Extramuros%2C%2050%2C%2050164%20Monegrillo%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJsW6k6FXoWA0RkEAAazOQo9M,41.6355688,-0.414944,2026-05-08,/productores/zaragoza/jalea-de-luz-monegrillo.jpg
ecomonegros-lecinena,Ecomonegros,Leciñena,Panadería y repostería,"pan, harina y repostería ecológica","C/ Almendro, 17, Leciñena","Panadería ecológica que transforma trigos antiguos en harina, panadería y repostería saludable.",Consultar web,976166160 / 667060861,contacto@ecomonegros.com,https://www.ecomonegros.com/,,https://www.instagram.com/ecomonegros,https://www.google.com/maps/search/?api=1&query=ECOMONEGROS%20Leci%C3%B1ena%2C%20C.%20Almendro%2C%2017%2C%2050160%20Leci%C3%B1ena%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJkQoalIkCWQ0RKv-7XQhfSXY,41.7973058,-0.6147476,2026-05-08,
cafes-el-criollo-zaragoza,Cafés El Criollo,Zaragoza,Café,café tostado,"Polígono Industrial San Valero, 78, 79 y 83, Zaragoza","Empresa zaragozana especializada en selección, tueste tradicional y comercialización de café de alta calidad.","De lunes a viernes, de 7 a 15h",976500228,ventas@cafeselcriollo.es,https://cafeselcriollo.com/,,https://www.instagram.com/Cafeselcriollo,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9s%20El%20Criollo%2C%20Pol%C3%ADgono%20Industrial%20San%20Valero%2C%2078%2C%2079%20y%2083%2C%2050013%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJMTohD-oVWQ0RPvW3T97QDOY,41.6158686,-0.8435889999999999,2026-05-08,/productores/zaragoza/cafes-el-criollo-zaragoza.webp
pam-coffee-roasters-zaragoza,Pam Coffee Roasters,Zaragoza,Café,café de especialidad tostado en Zaragoza,Zaragoza,"Microtostador de café de especialidad nacido en Zaragoza, centrado en cafés trazables y tuestes recientes.",Consultar web,,,https://www.pamcoffee.es/,,https://www.instagram.com/pamcoffeeroaster,,41.6915847,-0.9101268,2026-05-08,
chocolates-atienza-ateca,Chocolates Atienza,Ateca,Chocolate,chocolate artesano y turrones,"Avda. San Blas, 11, Ateca","Empresa familiar de Ateca dedicada a la fabricación artesanal de chocolates, turrones y elaborados de cacao.",Consultar web,976842390,info@chocolatesatienza.com,https://www.chocolatesatienza.com/,,,https://www.google.com/maps/search/?api=1&query=Atienza%20SA%2C%20Av.%20San%20Blas%2C%2011%2C%2050200%20Ateca%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJPUpmXHSBWw0RoDe19h5D10I,41.3301844,-1.7892351,2026-05-08,/productores/zaragoza/chocolates-atienza-ateca.jpg
chocolates-lacasa-utebo,Chocolates Lacasa,Utebo,Chocolate,"chocolates, grageas y turrones","Autovía de Logroño, km 14, Utebo","Fabricante zaragozano de chocolates, bombones, grageas, turrones y caramelos con sede en Utebo.",Consultar web,976462111,lacasa@lacasa.es,https://www.lacasa.es/,,https://www.instagram.com/chocolateslacasa,https://www.google.com/maps/search/?api=1&query=Chocolates%20Lacasa%2C%20S.A.%2C%20Av.%20de%20Logro%C3%B1o%2C%2014%2C%2050180%20Utebo%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJf_aVnpZuWQ0RUahu9E37-4E,41.7143258,-1.0196344,2026-05-08,
pastelerias-manuel-segura-daroca,Pastelerías Manuel Segura,Daroca,Panadería y repostería,"pastelería, caramelos y turrones","Obrador Pol. Ind. Daroca, parcela 6, Daroca","Pastelería histórica de Daroca con obrador propio, museo de la pastelería y elaboraciones dulces tradicionales.",Consultar web,976800317,,https://www.pasteleriasmanuelsegura.com/,,https://www.instagram.com/manuel_segura_1874,https://www.google.com/maps/search/?api=1&query=Pastelerias%20Manuel%20Segura%20SL%2C%20C.%20Mayor%2C%2063%2C%2050360%20Daroca%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJ70PS8CgOXA0R0QtjYGPLnPA,41.114152,-1.412742,2026-05-08,/productores/zaragoza/pastelerias-manuel-segura-daroca.jpg
pastas-romero-daroca,Pastas Romero,Daroca,Pasta artesana,pasta alimenticia,"Avda. de Madrid, 43, Daroca",Empresa familiar nacida en Daroca en 1926 y dedicada a la elaboración de pasta alimenticia.,Consultar web,976800105,romero@pastasromero.com,https://www.pastasromero.com/,,https://www.instagram.com/pastasromero,https://www.google.com/maps/search/?api=1&query=Pastas%20Alimenticias%20Romero%2C%20Av.%20Madrid%2C%2043B%2C%2050360%20Daroca%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJa6fLRtkRXA0R5re4XzvVPOY,41.1077548,-1.4159834,2026-05-08,/productores/zaragoza/pastas-romero-daroca.webp
